PhonStrsDISC	Word Mann	InitGramCat	Gram Categories	Open/Closed	Word
.&l §ka .lIS	3	A	ADJ	Open	alkalisch
.& §lWn §ze .lIç .m& .ç@n .d@	3	A	ADJ	Open	alleinseligmachende
.& §lWn .Ste .@nt	3	A	ADJ	Open	alleinstehend
§& .l@r §eɐ .stɐ	3	A	ADJ	Open	allererster
.&l §mEç .tI .g@n	3	N	NOM	Open	Allmaechtigen
§&l §nEçt .lIç	3	A	ADJ	Open	allnaechtlich
§&l .Um .f& .s@n .d@n	3	A	ADJ	Open	allumfassenden
§&l §vI .s@nt	3	A	ADJ	Open	allwissend
§&l §v/ .ç@nt .lIç	3	A	ADJ	Open	allwoechentlich
§&l §v/ .ç@nt .lI .ç@n	3	A	ADJ	Open	allwoechentlichen
§&lt .b@ §k&n .t@	3	A	ADJ	Open	altbekannte
§Elt .lI .çɐ	3	A	ADJ	Open	aeltlicher
§&lt .mo .dI .S@s	3	A	ADJ	Open	altmodisches
.&m .bi .v& §lEn .t@	3	A	ADJ	Open	ambivalente
.& .my §z&n .t@s	3	A	ADJ	Open	amuesantes
.& .n&r §çIs .tI .Sɐ	3	A	ADJ	Open	anarchistischer
.& .n& §to .mI .S@n	3	A	ADJ	Open	anatomischen
§&n .dɐ §vW .tI .gɐ	3	A	ADJ	Open	anderweitiger
.&n §Er .kE .n@ns .veɐ .t@n	3	A	ADJ	Open	anerkennenswerten
§&n .gE .NIç	3	A	ADJ	Open	angaengig
§&n .gep .ba .r@n	3	A	ADJ	Open	angebbaren
§&n .g@ .h| .rI .g@n	3	A	ADJ	Open	angehoerigen
§&n .g@ .rek .tɐ	3	A	ADJ	Open	angeregter
§&n .g@ .St&m .t@	3	A	ADJ	Open	angestammte
§ENst .lI .ç@s	3	A	ADJ	Open	aengstliches
§&n .hE .NIç	3	A	ADJ	Open	anhaengig
.& §ni .ma .lI .S@	3	A	ADJ	Open	animalische
§&n .mu .tI .g@	3	A	ADJ	Open	anmutige
§&n .Or .ga .nI .S@m	3	A	ADJ	Open	anorganischem
§&n .SprE .ç@nt	3	A	ADJ	Open	ansprechend
§&n .SprUxs .fOl .st@n	3	A	ADJ	Open	anspruchsvollsten
§&n .StEn .dI .gɐ	3	A	ADJ	Open	anstaendiger
§&n .StE .lIç	3	A	ADJ	Open	anstellig
.&n .tr& §=it	3	A	ADJ	Open	anthrazit
.&n .ti .f& §SIs .tI .S@s	3	A	ADJ	Open	antifaschistisches
.&n .ti §kviɐ .t@n	3	A	ADJ	Open	antiquierten
§&n .fEr .v&n .t@n	3	N	NOM	Open	Anverwandten
§&n .=i .@n .d@	3	A	ADJ	Open	anziehende
.& .po .k& §lyp .tI .S@n	3	A	ADJ	Open	apokalyptischen
.& .pOs §to .lI .Sɐ	3	A	ADJ	Open	apostolischer
.& .pe §tit .lIç	3	A	ADJ	Open	appetitlich
§&r .bW= .lo .zɐ	3	N	NOM	Open	Arbeitsloser
.&r §ça .IS	3	A	ADJ	Open	archaisch
.&r .çi .tEk §to .nI .Sɐ	3	A	ADJ	Open	architektonischer
§Erk .st@	3	A	ADJ	Open	aergste
.&r .gEn §ti .nI .Sɐ	3	A	ADJ	Open	argentinischer
§Eɐ .g@r .lI .ç@s	3	A	ADJ	Open	aergerliches
§&rk .lo .z@	3	A	ADJ	Open	arglose
.& .ri §a .nI .S@n	3	A	ADJ	Open	arianischen
.& .rIs .to §kra .tIS	3	A	ADJ	Open	aristokratisch
.& .rIt §me .tI .S@n	3	A	ADJ	Open	arithmetischen
§Erm .st@n	3	A	ADJ	Open	aermsten
§Eɐ .m@ .r@n	3	A	ADJ	Open	aermeren
§Eɐ .m@l .lo .z@n	3	A	ADJ	Open	aermellosen
.&r §me .nI .S@n	3	A	ADJ	Open	armenischen
§Erm .lIç	3	A	ADJ	Open	aermlich
§&rm .ze .lI .g@	3	A	ADJ	Open	armselige
§)r=t .lI .ç@s	3	A	ADJ	Open	aerztliches
§&S .grB	3	A	ADJ	Open	aschgrau
.&st §ma .tIS	3	A	ADJ	Open	asthmatisch
§a .t@m .b@ .rB .b@n .d@	3	A	ADJ	Open	atemberaubende
§a .t@m .lo .zɐ	3	A	ADJ	Open	atemloser
.& §te .nI .S@n	3	A	ADJ	Open	athenischen
.&t §le .tIS	3	A	ADJ	Open	athletisch
.&t §l&n .tI .Sɐ	3	A	ADJ	Open	atlantischer
.&t §l&n .tI .S@s	3	A	ADJ	Open	atlantisches
.& .to §ma .r@m	3	A	ADJ	Open	atomarem
.& .to §ma .r@s	3	A	ADJ	Open	atomares
.& .tri .bu §ti .v@	3	A	ADJ	Open	attributive
.& .tri .bu §ti .v@n	3	A	ADJ	Open	attributiven
§Bf .blas .ba .r@	3	A	ADJ	Open	aufblasbare
§Bf .drIN .lI .ç@n	3	A	ADJ	Open	aufdringlichen
§Bf .f& .l@nt .st@	3	A	ADJ	Open	auffallendste
§Bf .fE .lIç .st@n	3	A	ADJ	Open	auffaelligsten
§Bf .g@ .rXm .t@	3	A	ADJ	Open	aufgeraeumte
§Bf .g@ .SlO .s@ .n@s	3	A	ADJ	Open	aufgeschlossenes
§Bf .g@ .vErmt	3	A	ADJ	Open	aufgewaermt
§Bf .g@ .vEkt	3	A	ADJ	Open	aufgeweckt
§Bf .rW .=@n .d@n	3	A	ADJ	Open	aufreizenden
§Bf .rIç .tI .g@s	3	A	ADJ	Open	aufrichtiges
§Bf .rIç .tIç .st@	3	A	ADJ	Open	aufrichtigste
§Bs .bB .f) .I .g@s	3	A	ADJ	Open	ausbaufaehiges
§Bs .drUks .fO .l@n	3	A	ADJ	Open	ausdrucksvollen
§Bs .fuɐ .baɐ	3	A	ADJ	Open	ausfuehrbar
§Bs .fyɐ .lIç .st@	3	A	ADJ	Open	ausfuehrlichste
§Bs .g@ .hU .N@rt	3	A	ADJ	Open	ausgehungert
§Bs .g@ .l& .s@ .n@n	3	A	ADJ	Open	ausgelassenen
§Bs .g@ .m&x .t@n	3	A	ADJ	Open	ausgemachten
§Bs .g@ .SprO .ç@ .n@m	3	A	ADJ	Open	ausgesprochenem
§Bs .g@ .v&k .s@ .n@s	3	A	ADJ	Open	ausgewachsenes
§Bs .g@ .vo .g@ .nɐ	3	A	ADJ	Open	ausgewogener
§Bs .zE .=Iç	3	A	ADJ	Open	aussaetzig
§Bs .Slis .lI .çɐ	3	A	ADJ	Open	ausschliesslicher
§B .s@n .po .li .tI .S@m	3	A	ADJ	Open	aussenpolitischem
§B .s@r .g@ .rIçt .lI .ç@n	3	A	ADJ	Open	aussergerichtlichen
§X .s@r .lI .çɐ	3	A	ADJ	Open	aeusserlicher
§B .s@r .Or .d@nt .lI .ç@s	3	A	ADJ	Open	ausserordentliches
§B .s@r .plan .m) .sIç	3	A	ADJ	Open	ausserplanmaessig
§B .s@r .plan .m) .sI .g@	3	A	ADJ	Open	ausserplanmaessige
§B .s@r .Su .lI .S@n	3	A	ADJ	Open	ausserschulischen
§Bs .zIç= .rW .çɐ	3	A	ADJ	Open	aussichtsreicher
§Bs .zIç= .rWç .stɐ	3	A	ADJ	Open	aussichtsreichster
§Bs .vW .ç@n .d@n	3	A	ADJ	Open	ausweichenden
.B §t&rk	3	A	ADJ	Open	autark
.B .to §no .m@s	3	A	ADJ	Open	autonomes
§ban .brE .ç@nt	3	A	ADJ	Open	bahnbrechend
§b& .Nɐ	3	A	ADJ	Open	banger
§b) .r@n .St&r .k@	3	A	ADJ	Open	baerenstarke
§baɐ .fy .sI .g@	3	A	ADJ	Open	barfuessige
.b&rm §hEr .=I .g@	3	A	ADJ	Open	barmherzige
.b& .t@ §ri .b@ .tri .b@ .n@n	3	A	ADJ	Open	batteriebetriebenen
§bB .fE .lIç	3	A	ADJ	Open	baufaellig
§bB .lIç	3	A	ADJ	Open	baulich
§bW .@ .rI .S@m	3	A	ADJ	Open	bayerischem
.b@ §&xt .lI .ç@m	3	A	ADJ	Open	beachtlichem
.b@ §brIl .t@n	3	A	ADJ	Open	bebrillten
.b@ §dENk .lI .ç@s	3	A	ADJ	Open	bedenkliches
.b@ §dXt .zam .st@	3	A	ADJ	Open	bedeutsamste
.b@ §dIN .t@s	3	A	ADJ	Open	bedingtes
.b@ §dYrf .tI .g@	3	A	ADJ	Open	beduerftige
.b@ §Wn .flUs .ba .r@	3	A	ADJ	Open	beeinflussbare
.b@ §faɐ .baɐ	3	A	ADJ	Open	befahrbar
.b@ §fInt .lI .çɐ	3	A	ADJ	Open	befindlicher
.b@ §gap .t@s	3	A	ADJ	Open	begabtes
.b@ §ge .r@ns .vert	3	A	ADJ	Open	begehrenswert
.b@ §gi .rI .g@n	3	A	ADJ	Open	begierigen
.b@ §h) .bIç	3	A	ADJ	Open	behaebig
.b@ §h&r .lI .çɐ	3	A	ADJ	Open	beharrlicher
.b@ §hEn .d@	3	A	ADJ	Open	behende
.b@ §hEr= .t@n	3	A	ADJ	Open	beherzten
.b@ §hy .t@t	3	A	ADJ	Open	behuetet
§bW .lX .fI .g@	3	A	ADJ	Open	beilaeufige
§bW .Spil .ge .b@n .d@	3	A	ADJ	Open	beispielgebende
§bW .Spil .los	3	A	ADJ	Open	beispiellos
§bW .Spil .lo .zɐ	3	A	ADJ	Open	beispielloser
.b@ §k&n .t@s	3	N	NOM	Open	Bekanntes
.b@ §kla .g@ns .veɐ .t@	3	A	ADJ	Open	beklagenswerte
.b@ §le .z@n	3	A	ADJ	Open	belesen
.b@ §mEr .k@ns .veɐ .t@m	3	A	ADJ	Open	bemerkenswertem
.b@ §n&x .bart	3	A	ADJ	Open	benachbart
.b@ §n&x .baɐ .tɐ	3	A	ADJ	Open	benachbarter
.b@ §nW .d@ns .vert	3	A	ADJ	Open	beneidenswert
.b@ §nW .d@ns .veɐ .t@n	3	A	ADJ	Open	beneidenswerten
.b@ §rBSt	3	A	ADJ	Open	berauscht
.b@ §rE .ç@n .ba .r@n	3	A	ADJ	Open	berechenbaren
.b@ §rI .t@ .n@	3	A	ADJ	Open	berittene
.b@ §rYç .tIçt	3	A	ADJ	Open	beruechtigt
.b@ §rym .t@m	3	A	ADJ	Open	beruehmtem
.b@ §Sveɐ .lIç	3	A	ADJ	Open	beschwerlich
.b@ §zO .n@ .n@n	3	A	ADJ	Open	besonnenen
.b@ §zOrk .nIs .Er .re .g@nt	3	A	ADJ	Open	besorgniserregend
§bE .s@ .r@m	3	A	ADJ	Open	besserem
.b@ §St&n .d@ .n@	3	A	ADJ	Open	bestandene
.b@ §St&n .d@ .n@n	3	A	ADJ	Open	bestandenen
.b@ §StEn .dI .g@s	3	A	ADJ	Open	bestaendiges
.bEs .ti §a .lIS	3	A	ADJ	Open	bestialisch
.b@ §tak .t@	3	A	ADJ	Open	betagte
.b@ §tak .tɐ	3	A	ADJ	Open	betagter
.b@ §trip .lI .çɐ	3	A	ADJ	Open	betrieblicher
.b@ §trips .vIrt .S&ft .lI .ç@	3	A	ADJ	Open	betriebswirtschaftliche
.b@ §tu .lI .ç@	3	A	ADJ	Open	betuliche
§bi .blI .Sɐ	3	A	ADJ	Open	biblischer
§bIlt .lI .ç@	3	A	ADJ	Open	bildliche
§bIlt .lI .ç@n	3	A	ADJ	Open	bildlichen
.bi .o §gra .fIS	3	A	ADJ	Open	biographisch
§bIr .n@n .f/r .mI .g@	3	A	ADJ	Open	birnenfoermige
§bI .t@ .r@m	3	A	ADJ	Open	bitterem
§bI .t@r .st@	3	A	ADJ	Open	bitterste
§bI .t@r §b| .z@	3	A	ADJ	Open	bitterboese
§bI .t@r §Ernst	3	A	ADJ	Open	bitterernst
.bi §=& .r@n	3	A	ADJ	Open	bizarren
§bl&N .kɐ	3	A	ADJ	Open	blanker
§bl&N .k@s	3	A	ADJ	Open	blankes
§bl& .s@m	3	A	ADJ	Open	blassem
§blB .rot	3	A	ADJ	Open	blaurot
§blE .ç@r .n@n	3	A	ADJ	Open	blechernen
§blW .ç@	3	A	ADJ	Open	bleiche
§blOn .dɐ	3	A	ADJ	Open	blonder
§bly .t@n .vW .s@n	3	A	ADJ	Open	bluetenweissen
§blut §jU .N@n	3	A	ADJ	Open	blutjungen
§bo .d@n .lo .zɐ	3	A	ADJ	Open	bodenloser
§b| .I .g@n	3	A	ADJ	Open	boeigen
.bOm §b&s .tIS	3	A	ADJ	Open	bombastisch
§bOm .b@n .zI .çɐ	3	A	ADJ	Open	bombensicher
§b|s .aɐ .tI .g@n	3	A	ADJ	Open	boesartigen
§b|s .aɐ .tI .gɐ	3	A	ADJ	Open	boesartiger
§bos .h&f .tɐ	3	A	ADJ	Open	boshafter
§brBx .ba .rɐ	3	A	ADJ	Open	brauchbarer
§bra .v@s	3	A	ADJ	Open	braves
§brWt .SUl .trI .g@n	3	A	ADJ	Open	breitschultrigen
§brEn .ba .r@	3	A	ADJ	Open	brennbare
.bri §z&n .t@	3	A	ADJ	Open	brisante
§brY .çI .g@	3	A	ADJ	Open	bruechige
§brY .çI .g@n	3	A	ADJ	Open	bruechigen
§bUk .lI .gɐ	3	A	ADJ	Open	buckliger
§bUn .d@s .dX .Jɐ	3	A	ADJ	Open	bundesdeutscher
§bUn .d@s .re .pu .bli .ka .nI .S@n	3	A	ADJ	Open	bundesrepublikanischen
§bUn .d@s .vW .t@s	3	A	ADJ	Open	bundesweites
§bYn .dI .g@	3	A	ADJ	Open	buendige
.by .ro §kra .tI .S@m	3	A	ADJ	Open	buerokratischem
.by .ro §kra .tI .S@s	3	A	ADJ	Open	buerokratisches
.by .=&n §ti .nI .Sɐ	3	A	ADJ	Open	byzantinischer
§d)m .lIç	3	A	ADJ	Open	daemlich
§dE .m@ .rI .g@n	3	A	ADJ	Open	daemmerigen
§d) .nI .S@s	3	A	ADJ	Open	daenisches
.de .fEn §zi .vɐ	3	A	ADJ	Open	defensiver
.de .grE §si .v@	3	A	ADJ	Open	degressive
.de .k& §dEnt	3	A	ADJ	Open	dekadent
§dem .Ent §SprE .ç@n .d@	3	A	ADJ	Open	dementsprechende
.de .mo §gra .fI .S@n	3	A	ADJ	Open	demographischen
§deɐ §aɐ .tI .g@m	3	A	ADJ	Open	derartigem
§dEr .b@s	3	A	ADJ	Open	derbes
.dEs .o .ri .En §tirt	3	A	ADJ	Open	desorientiert
§dXt .lI .ç@m	3	A	ADJ	Open	deutlichem
§dXt .lI .ç@ .r@n	3	A	ADJ	Open	deutlicheren
§dXJ .StE .mI .g@	3	A	ADJ	Open	deutschstaemmige
§dXJ .StE .mI .g@n	3	A	ADJ	Open	deutschstaemmigen
.di .& §ko .nI .S@n	3	A	ADJ	Open	diakonischen
.di .& §lEk .tI .Sɐ	3	A	ADJ	Open	dialektischer
.di .& §lEk .tI .S@s	3	A	ADJ	Open	dialektisches
§dIç .t@s .t@n	3	A	ADJ	Open	dichtesten
§dIk .flY .sIç	3	A	ADJ	Open	dickfluessig
§dis .b@ .=yk .lI .çɐ	3	A	ADJ	Open	diesbezueglicher
.di .lE §t&n .tIS	3	A	ADJ	Open	dilettantisch
.di .lE §t&n .tI .S@n	3	A	ADJ	Open	dilettantischen
.dIs .kUr §zi .v@n	3	A	ADJ	Open	diskursiven
.dIs .=Ip .li §niɐ .t@	3	A	ADJ	Open	disziplinierte
.dIs .=Ip .li §niɐ .t@s	3	A	ADJ	Open	diszipliniertes
.do .ku .mEn §ta .rIS	3	A	ADJ	Open	dokumentarisch
§drat .lo .z@n	3	A	ADJ	Open	drahtlosen
.dra §ma .tIS .t@	3	A	ADJ	Open	dramatischste
§drWs .t@	3	A	ADJ	Open	dreiste
§drIN .lI .ç@s	3	A	ADJ	Open	dringliches
§drIN .lIç .st@	3	A	ADJ	Open	dringlichste
§drI .t@s	3	N	NOM	Open	Drittes
§drO .lI .gɐ	3	A	ADJ	Open	drolliger
.du .bi §o .z@	3	A	ADJ	Open	dubiose
.du .bi §o .z@n	3	A	ADJ	Open	dubiosen
§dYm .st@	3	A	ADJ	Open	duemmste
§dUN .k@l .blOn .d@	3	A	ADJ	Open	dunkelblonde
§dUN .k@l .brBn	3	A	ADJ	Open	dunkelbraun
§dUN .k@l .brB .n@	3	A	ADJ	Open	dunkelbraune
§dUN .k@l .grB .@	3	A	ADJ	Open	dunkelgraue
§dUN .k@l .grB .@n	3	A	ADJ	Open	dunkelgrauen
§dUN .k@l .rot	3	A	ADJ	Open	dunkelrot
§dUN .k@l .ro .t@	3	A	ADJ	Open	dunkelrote
§dYn .st@n	3	A	ADJ	Open	duennsten
§dUn .stI .g@n	3	A	ADJ	Open	dunstigen
.dUrç §d&x .tɐ	3	A	ADJ	Open	durchdachter
§dUrç .lE .sIç	3	A	ADJ	Open	durchlaessig
§dUrç .rW .z@n .d@n	3	N	NOM	Open	Durchreisenden
.dUrç §SB .ba .r@n	3	A	ADJ	Open	durchschaubaren
§dUrç .SnIt .lI .ç@m	3	A	ADJ	Open	durchschnittlichem
§dUrç .zIç .tI .gɐ	3	A	ADJ	Open	durchsichtiger
§dY .rɐ	3	A	ADJ	Open	duerrer
§dUr .stI .g@	3	A	ADJ	Open	durstige
§e .b@n .bYr .tI .gɐ	3	A	ADJ	Open	ebenbuertiger
.E .fEk §ti .v@ .r@n	3	A	ADJ	Open	effektiveren
.E §fEkt .fOl	3	A	ADJ	Open	effektvoll
.E §fEkt .fO .l@n	3	A	ADJ	Open	effektvollen
§e .@ .lI .çɐ	3	A	ADJ	Open	ehelicher
§e .@ .lo .z@n	3	A	ADJ	Open	ehelosen
§eɐ .ba .r@n	3	A	ADJ	Open	ehrbaren
§e .r@n .h&f .tɐ	3	A	ADJ	Open	ehrenhafter
§eɐ .fUrç= .fOl	3	A	ADJ	Open	ehrfurchtsvoll
§eɐ .lI .ç@m	3	A	ADJ	Open	ehrlichem
§eɐ .lI .ç@s	3	A	ADJ	Open	ehrliches
§W .d@s .St&t .lI .ç@n	3	A	ADJ	Open	eidesstattlichen
§W .f@r .zYç .tI .gɐ	3	A	ADJ	Open	eifersuechtiger
§W .frI .g@s	3	A	ADJ	Open	eifriges
§W .g@n .st@n	3	A	ADJ	Open	eigensten
§W .g@n .st@s	3	A	ADJ	Open	eigenstes
§W .g@n .aɐ .tI .gɐ	3	A	ADJ	Open	eigenartiger
§W .g@n .hEn .dI .g@	3	A	ADJ	Open	eigenhaendige
§W .g@n .StEn .dIç	3	A	ADJ	Open	eigenstaendig
§W .g@n .tym .lI .ç@s	3	A	ADJ	Open	eigentuemliches
§W .g@n .vI .lI .gɐ	3	A	ADJ	Open	eigenwilliger
§Wn .b@ .grI .f@n	3	A	ADJ	Open	einbegriffen
§Wn .drUks .fOl .st@n	3	A	ADJ	Open	eindrucksvollsten
§Wn .fEl .tI .g@n	3	A	ADJ	Open	einfaeltigen
§Wn .f&r .bIç	3	A	ADJ	Open	einfarbig
§Wn .g@ .bo .r@ .nɐ	3	A	ADJ	Open	eingeborener
§Wn .g@ .fro .r@ .n@n	3	A	ADJ	Open	eingefrorenen
§Wn .ge .@n .d@m	3	A	ADJ	Open	eingehendem
§Wn .ge .@n .d@s	3	A	ADJ	Open	eingehendes
§Wn .g@ .z&n .t@n	3	A	ADJ	Open	eingesandten
§Wn .hW .mI .Sɐ	3	A	ADJ	Open	einheimischer
§Wn .j) .rI .g@s	3	A	ADJ	Open	einjaehriges
§Wn .my .tI .gɐ	3	A	ADJ	Open	einmuetiger
§Wn .z&= .f) .I .g@	3	A	ADJ	Open	einsatzfaehige
§Wn .z&= .f) .I .g@n	3	A	ADJ	Open	einsatzfaehigen
§Wn .Sl) .gIç	3	A	ADJ	Open	einschlaegig
§Wn .zIç= .fO .l@	3	A	ADJ	Open	einsichtsvolle
§Wn .zIl .bIç	3	A	ADJ	Open	einsilbig
§Wn .Sp&l .tIç	3	A	ADJ	Open	einspaltig
§Wn .t| .nIç	3	A	ADJ	Open	eintoenig
§Wn .t| .nI .g@n	3	A	ADJ	Open	eintoenigen
§Wn .=Iç .aɐ .tI .g@s	3	A	ADJ	Open	einzigartiges
§W .z@n .h&r .t@n	3	A	ADJ	Open	eisenharten
§Ws .=Wt .lI .ç@	3	A	ADJ	Open	eiszeitliche
§Ws .=Wt .lI .ç@n	3	A	ADJ	Open	eiszeitlichen
§e .k@l .h&f .t@s	3	A	ADJ	Open	ekelhaftes
.ek .l& §t&n .t@n	3	A	ADJ	Open	eklatanten
.e .le §gq .@s .t@	3	A	ADJ	Open	eleganteste
.e .le §gq .@s .t@n	3	A	ADJ	Open	elegantesten
.e .le .mEn §taɐ	3	A	ADJ	Open	elementar
.e .le .mEn §ta .r@s	3	A	ADJ	Open	elementares
.e .le .mEn §taɐ .st@n	3	A	ADJ	Open	elementarsten
§Elf .j) .rI .gɐ	3	A	ADJ	Open	elfjaehriger
.E §lIp .tI .S@n	3	A	ADJ	Open	elliptischen
.e .mo .=i .o §nE .l@n	3	A	ADJ	Open	emotionellen
.Em §+Int .lIç .st@	3	A	ADJ	Open	empfindlichste
.Em §fa .tI .S@n	3	A	ADJ	Open	emphatischen
.Em §p| .r@nt	3	A	ADJ	Open	empoerend
.Ent §gYl .tI .g@s	3	A	ADJ	Open	endgueltiges
§Ent .lI .çɐ	3	A	ADJ	Open	endlicher
.e .nEr §ge .tI .S@n	3	A	ADJ	Open	energetischen
§E .N@ .r@m	3	A	ADJ	Open	engerem
§EN .lIS .Spra .çI .g@n	3	A	ADJ	Open	englischsprachigen
§EN .StIr .nI .g@	3	A	ADJ	Open	engstirnige
.Ent §&r .t@t	3	A	ADJ	Open	entartet
.Ent §&r .t@ .t@	3	A	ADJ	Open	entartete
.Ent §ge .g@n .kO .m@nt	3	A	ADJ	Open	entgegenkommend
.En .tu .zi §&s .tI .S@	3	A	ADJ	Open	enthusiastische
.Ent §rYs .t@ .t@	3	A	ADJ	Open	entruestete
.Ent §zE= .t@	3	A	ADJ	Open	entsetzte
.Ent §Sp&n .t@s	3	A	ADJ	Open	entspanntes
.e .pi §lEp .tIS	3	A	ADJ	Open	epileptisch
.e §pO .ç@ .m& .ç@n .d@n	3	A	ADJ	Open	epochemachenden
§Eɐ .b&r .mUNs .lo .z@	3	A	ADJ	Open	erbarmungslose
§Erp .lI .ç@	3	A	ADJ	Open	erbliche
.Eɐ §fOlk .rW .ç@ .r@n	3	A	ADJ	Open	erfolgreicheren
.Eɐ §fOlk .rWç .st@s	3	A	ADJ	Open	erfolgreichstes
.Eɐ §fOr .dɐ .lI .çɐ	3	A	ADJ	Open	erforderlicher
.Eɐ §fOr .dɐ .lI .ç@m	3	A	ADJ	Open	erforderlichem
.Eɐ §frI .S@n .d@s	3	A	ADJ	Open	erfrischendes
.Eɐ §gi .bI .g@n	3	A	ADJ	Open	ergiebigen
.Eɐ §gi .bIç .st@n	3	A	ADJ	Open	ergiebigsten
.Eɐ §hol .za .m@n	3	A	ADJ	Open	erholsamen
.Eɐ §I .n@r .lIç	3	A	ADJ	Open	erinnerlich
.Eɐ §kl)ɐ .baɐ	3	A	ADJ	Open	erklaerbar
.Eɐ §kl)ɐ .ba .r@	3	A	ADJ	Open	erklaerbare
.Eɐ §kl)ɐ .t@s	3	A	ADJ	Open	erklaertes
.Eɐ §lBx .t@n	3	A	ADJ	Open	erlauchten
.Eɐ §lep .nIs .rW .ç@	3	A	ADJ	Open	erlebnisreiche
.Eɐ §lErn .baɐ	3	A	ADJ	Open	erlernbar
.Eɐ §ni .dri .g@nt	3	A	ADJ	Open	erniedrigend
.Eɐ §pIçt	3	A	ADJ	Open	erpicht
.Eɐ §SY .t@rn .dɐ	3	A	ADJ	Open	erschuetternder
.Eɐ §SY .t@rn .d@s	3	A	ADJ	Open	erschuetterndes
.Eɐ §zE= .baɐ	3	A	ADJ	Open	ersetzbar
.Eɐ §StBn .lIç .st@	3	A	ADJ	Open	erstaunlichste
§erst .r& .NI .gɐ	3	A	ADJ	Open	erstrangiger
.Eɐ §Stre .b@ns .veɐ .tɐ	3	A	ADJ	Open	erstrebenswerter
§erst .StE .lI .g@	3	A	ADJ	Open	erststellige
§erst .StE .lI .g@n	3	A	ADJ	Open	erststelligen
.Eɐ §trak .rW .ç@n	3	A	ADJ	Open	ertragreichen
.Eɐ §vOr .b@ .nɐ	3	A	ADJ	Open	erworbener
.Eɐ §vYn .Stɐ	3	A	ADJ	Open	erwuenschter
§Er= .bI .S/f .lI .ç@n	3	A	ADJ	Open	erzbischoeflichen
.E .sEn .=i §E .l@	3	A	ADJ	Open	essentielle
.e .ty .mo §lo .gIS	3	A	ADJ	Open	etymologisch
.e .vEn .tu §E .l@m	3	A	ADJ	Open	eventuellem
.Eks .klu §zif .st@n	3	A	ADJ	Open	exklusivsten
.E §kso .tI .Sɐ	3	A	ADJ	Open	exotischer
.Eks .prE §si .v@	3	A	ADJ	Open	expressive
.Eks .kvi §zi .t@	3	A	ADJ	Open	exquisite
.Eks §tEr .n@s	3	A	ADJ	Open	externes
.Eks §trem .st@n	3	A	ADJ	Open	extremsten
.Eks §=En .trIS	3	A	ADJ	Open	exzentrisch
§fa .b@l .h&f .t@	3	A	ADJ	Open	fabelhafte
§fa .b@l .h&f .t@n	3	A	ADJ	Open	fabelhaften
§f&x .g@ .rEçt	3	A	ADJ	Open	fachgerecht
§f&x .g@ .rEç .t@	3	A	ADJ	Open	fachgerechte
§f&x .mE .nI .S@n	3	A	ADJ	Open	fachmaennischen
§f&x .mE .nI .Sɐ	3	A	ADJ	Open	fachmaennischer
§fal	3	A	ADJ	Open	fahl
§fa .l@	3	A	ADJ	Open	fahle
§fa .l@n	3	A	ADJ	Open	fahlen
§fa .l@s	3	A	ADJ	Open	fahles
§f) .r@s	3	A	ADJ	Open	faires
.f& .mi .li §)ɐ	3	A	ADJ	Open	familiaer
.f& §na .tI .S@m	3	A	ADJ	Open	fanatischem
§f&r .b@n .fro .@n	3	A	ADJ	Open	farbenfrohen
§f&rp .lo .z@	3	A	ADJ	Open	farblose
§f&rp .lo .z@m	3	A	ADJ	Open	farblosem
§f&s .ba .r@	3	A	ADJ	Open	fassbare
§fe .dɐ .lWçt	3	A	ADJ	Open	federleicht
§fe .l@r .lo .z@n	3	A	ADJ	Open	fehlerlosen
§fW .@r .lI .ç@s	3	A	ADJ	Open	feierliches
§fW .g@n	3	A	ADJ	Open	feigen
§fW .g@n	3	A	ADJ	Open	feigen
§fW .n@ .r@n	3	A	ADJ	Open	feineren
§fWnt .ze .lI .gɐ	3	A	ADJ	Open	feindseliger
§fEɐ .n@ .r@	3	A	ADJ	Open	fernere
§fEɐ .n@ .r@n	3	A	ADJ	Open	ferneren
§fEs .t@ .r@m	3	A	ADJ	Open	festerem
§fEst .lI .ç@m	3	A	ADJ	Open	festlichem
§fE .t@s	3	A	ADJ	Open	fettes
§fEt .&r .m@	3	A	ADJ	Open	fettarme
§fE .tI .g@	3	A	ADJ	Open	fettige
§fXç .t@m	3	A	ADJ	Open	feuchtem
§fX .@r .fEs .t@n	3	A	ADJ	Open	feuerfesten
.f/ .j@ .to §nIs .tI .S@n	3	A	ADJ	Open	feuilletonistischen
§fX .rI .gɐ	3	A	ADJ	Open	feuriger
.fi §de .l@	3	A	ADJ	Open	fidele
§fi .b@r .frW	3	A	ADJ	Open	fieberfrei
§fi .brI .g@n	3	A	ADJ	Open	fiebrigen
.fIk §ti .vɐ	3	A	ADJ	Open	fiktiver
.fl& §gr&n .t@	3	A	ADJ	Open	flagrante
§flW .SI .g@	3	A	ADJ	Open	fleischige
§flW .sI .g@s	3	A	ADJ	Open	fleissiges
§flIN .k@	3	A	ADJ	Open	flinke
§flO .tɐ	3	A	ADJ	Open	flotter
.f| .d@ .r& §ti .v@	3	A	ADJ	Open	foederative
§fOl .g@n .rW .ç@n	3	A	ADJ	Open	folgenreichen
§fOl .g@n .rW .çɐ	3	A	ADJ	Open	folgenreicher
§fOl .g@ .rIç .tI .g@n	3	A	ADJ	Open	folgerichtigen
