PhonStrsDISC	Word Mann	InitGramCat	Gram Categories	Open/Closed	Word
§&p .g@ .Smirt	3	V	VERB	Open	abgeschmiert
§&p .ze .@	3	V	VERB	Open	absehe
§&p .zEn .d@n	3	V	VERB	Open	absenden
§&p .=u .StrW .t@n	3	V	VERB	Open	abzustreiten
§&p .StYr .=@n	3	V	VERB	Open	abstuerzen
§&p .=u .t| .t@n	3	V	VERB	Open	abzutoeten
§&p .=u .v& .S@n	3	V	VERB	Open	abzuwaschen
§&p .=vWk .t@	3	V	VERB	Open	abzweigte
§&xt .ge .b@n	3	V	VERB	Open	achtgeben
.& §diɐ .t@	3	V	VERB	Open	addierte
§&n .flikt	3	V	VERB	Open	anfliegt
§&n .grEn .=@nt	3	V	VERB	Open	angrenzend
§EN .stIçt	3	V	VERB	Open	aengstigt
§&n .hE .N@n	3	V	VERB	Open	anhaengen
§&n .kYn .dIçt	3	V	VERB	Open	ankuendigt
§&n .=u .l&s .t@n	3	V	VERB	Open	anzulasten
§&n .Spr&N	3	V	VERB	Open	ansprang
§&n .g@ .StImt	3	V	VERB	Open	angestimmt
§&n .trW .b@n	3	V	VERB	Open	antreiben
§&n .vEkst	3	V	VERB	Open	anwaechst
§&n .vuks	3	V	VERB	Open	anwuchs
§&n .g@ .vErmt	3	V	VERB	Open	angewaermt
§&n .=Wk .t@n	3	V	VERB	Open	anzeigten
§&n .=u .=vW .f@ln	3	V	VERB	Open	anzuzweifeln
§Bf .bB .t@	3	V	VERB	Open	aufbaute
§Bf .b@ .vaɐ .t@	3	V	VERB	Open	aufbewahrte
§Bf .g@ .bo .g@n	3	V	VERB	Open	aufgebogen
§Bf .brBs .t@	3	V	VERB	Open	aufbrauste
§Bf .fuɐ	3	V	VERB	Open	auffuhr
§Bf .fIN	3	V	VERB	Open	auffing
§Bf .g@ .gli .dɐt	3	V	VERB	Open	aufgegliedert
§Bf .g@ .knY+t	3	V	VERB	Open	aufgeknuepft
§Bf .kOmt	3	V	VERB	Open	aufkommt
§Bf .Ok .tro .& .jirt	3	V	VERB	Open	aufoktroyiert
§Bf .g@ .pl&=t	3	V	VERB	Open	aufgeplatzt
§Bf .g@ .rY .t@lt	3	V	VERB	Open	aufgeruettelt
§Bf .zE= .t@	3	V	VERB	Open	aufsetzte
§Bf .g@ .Spart	3	V	VERB	Open	aufgespart
§Bf .StEl .t@n	3	V	VERB	Open	aufstellten
§Bf .g@ .t&Nkt	3	V	VERB	Open	aufgetankt
§Bf .trUm .+@n	3	V	VERB	Open	auftrumpfen
§Bf .vi .g@n	3	V	VERB	Open	aufwiegen
§Bf .=v& .N@n	3	V	VERB	Open	aufzwangen
.Bs .Wn §&n .dɐ .g@ .h&l .t@n	3	V	VERB	Open	auseinandergehalten
§Bs .=u .kUnt .S&f .t@n	3	V	VERB	Open	auszukundschaften
§Bs .l& .s@nt	3	V	VERB	Open	auslassend
§Bs .li .f@n	3	V	VERB	Open	ausliefen
§Bs .l|St	3	V	VERB	Open	ausloescht
§Bs .g@ .lo .t@t	3	V	VERB	Open	ausgelotet
§Bs .pro .biɐ .t@	3	V	VERB	Open	ausprobierte
§Bs .r& .di .r@n	3	V	VERB	Open	ausradieren
§Bs .=u .ru .f@n	3	V	VERB	Open	auszurufen
§Bs .rif	3	V	VERB	Open	ausrief
§Bs .g@ .S&x .t@t	3	V	VERB	Open	ausgeschachtet
§Bs .g@ .Sl&x .t@t	3	V	VERB	Open	ausgeschlachtet
§Bs .g@ .z|nt	3	V	VERB	Open	ausgesoehnt
§Bs .StWkt	3	V	VERB	Open	aussteigt
§Bs .g@ .tWlt	3	V	VERB	Open	ausgeteilt
§Bs .vrI .N@n	3	V	VERB	Open	auswringen
.g@ §b&lt	3	V	VERB	Open	geballt
.b@ §dUrf .t@n	3	V	VERB	Open	bedurften
.b@ §flo .g@n	3	V	VERB	Open	beflogen
.b@ §fri .dI .g@	3	V	VERB	Open	befriedige
.b@ §ge .r@nt	3	V	VERB	Open	begehrend
.b@ §gO .s@n	3	V	VERB	Open	begossen
.b@ §gna .dI .g@n	3	V	VERB	Open	begnadigen
.b@ §grW .f@nt	3	V	VERB	Open	begreifend
.b@ §hW .=@n	3	V	VERB	Open	beheizen
.b@ §nax .rIç .tIç .t@	3	V	VERB	Open	benachrichtigte
.b@ §rW .nIç .t@n	3	V	VERB	Open	bereinigten
.b@ §SENk .t@	3	V	VERB	Open	beschenkte
.b@ §SIk .t@	3	V	VERB	Open	beschickte
.b@ §Smirt	3	V	VERB	Open	beschmiert
.b@ §StErk .t@n	3	V	VERB	Open	bestaerkten
.b@ §StE .ç@n	3	V	VERB	Open	bestechen
.b@ .to §nirt	3	V	VERB	Open	betoniert
.bX .kO §ti .r@n	3	V	VERB	Open	boykottieren
§brBst	3	V	VERB	Open	braust
.krIs .ti .& .ni §ziɐ .t@n	3	V	VERB	Open	christianisierten
.da §hIn .t@r .Ste .@n	3	V	VERB	Open	dahinterstehen
.de .by §tiɐ .t@	3	V	VERB	Open	debuetierte
.de .ko §riɐ .t@	3	V	VERB	Open	dekorierte
.de .mo §lirt	3	V	VERB	Open	demoliert
.dI .f@ §ri .r@n	3	V	VERB	Open	differieren
.di .mEn .zi .o §nirt	3	V	VERB	Open	dimensioniert
.dIs .po §ni .r@n	3	V	VERB	Open	disponieren
.dUrç §drI .N@nt	3	V	VERB	Open	durchdringend
.dUrç §fOrSt	3	V	VERB	Open	durchforscht
§dUrç .grW .f@n	3	V	VERB	Open	durchgreifen
§dUrç .=u .ze .@n	3	V	VERB	Open	durchzusehen
.dUrç §=it	3	V	VERB	Open	durchzieht
§dUrç .=it	3	V	VERB	Open	durchzieht
§Wn .bo .g@n	3	V	VERB	Open	einbogen
§Wn .fyrt	3	V	VERB	Open	einfuehrt
§Wn .gipt	3	V	VERB	Open	eingibt
§Wn .h&n .d@ln	3	V	VERB	Open	einhandeln
§Wn .g@ .kBft	3	V	VERB	Open	eingekauft
§Wn .g@ .lept	3	V	VERB	Open	eingelebt
§Wn .lW .t@ .t@n	3	V	VERB	Open	einleiteten
§Wn .g@ .mB .@rt	3	V	VERB	Open	eingemauert
§Wn .pEn .d@ln	3	V	VERB	Open	einpendeln
§Wn .pla .n@n	3	V	VERB	Open	einplanen
§Wn .z& .m@ln	3	V	VERB	Open	einsammeln
§Wn .g@ .SvENkt	3	V	VERB	Open	eingeschwenkt
§Wn .St&m .+@n	3	V	VERB	Open	einstampfen
§Wn .Stik	3	V	VERB	Open	einstieg
§Wn .Sti .g@n	3	V	VERB	Open	einstiegen
§Wn .tr)kt	3	V	VERB	Open	eintraegt
§Wn .g@ .trOk .n@t	3	V	VERB	Open	eingetrocknet
§Wn .vW .@n	3	V	VERB	Open	einweihen
.e .mI §tirt	3	V	VERB	Open	emittiert
.Ent §&r .t@ .t@	3	V	VERB	Open	entartete
.Ent §bl| .s@n	3	V	VERB	Open	entbloessen
.Ent §W .gn@ .t@	3	V	VERB	Open	enteignete
.Ent §ge .g@n .g@ .ze .@n	3	V	VERB	Open	entgegengesehen
.Ent §glW .t@n	3	V	VERB	Open	entgleiten
.Ent §S) .dIç .t@	3	V	VERB	Open	entschaedigte
.Ent §SlW .@rn	3	V	VERB	Open	entschleiern
.Ent §SUl .dIç .t@n	3	V	VERB	Open	entschuldigten
.Ent §vUr .=@lt	3	V	VERB	Open	entwurzelt
.Eɐ §drYk .t@	3	V	VERB	Open	erdrueckte
.Eɐ §f& .s@	3	V	VERB	Open	erfasse
.Eɐ §f&n .d@n	3	V	VERB	Open	erfanden
.Eɐ §frISt	3	V	VERB	Open	erfrischt
.Eɐ §fy .l@n	3	V	VERB	Open	erfuehlen
.Eɐ §lWç .t@ .r@	3	V	VERB	Open	erleichtere
.Eɐ §my .d@ .t@n	3	V	VERB	Open	ermuedeten
.Eɐ §mu .tIç .t@n	3	V	VERB	Open	ermutigten
.Eɐ §prEs .t@n	3	V	VERB	Open	erpressten
.Eɐ §kvIkt	3	V	VERB	Open	erquickt
.Eɐ §Sra .k@n	3	V	VERB	Open	erschraken
.Eɐ §v& .ç@nt	3	V	VERB	Open	erwachend
.Eɐ §vW .t@ .r@	3	V	VERB	Open	erweitere
.r&n .da §liɐ .t@n	3	V	VERB	Open	randalierten
§r& .t@r .t@	3	V	VERB	Open	ratterte
.re .kvi §riɐ .t@n	3	V	VERB	Open	requirierten
.re .zUl §tiɐ .t@n	3	V	VERB	Open	resultierten
.re .vq §Siɐ .t@	3	V	VERB	Open	revanchierte
§ry .b@r .g@ .kO .m@n	3	V	VERB	Open	ruebergekommen
§ru .f@nt	3	V	VERB	Open	rufend
§rUn .t@r .g@ .f& .l@n	3	V	VERB	Open	runtergefallen
.z&Nk .=i .o §niɐ .t@n	3	V	VERB	Open	sanktionierten
§S) .l@n	3	V	VERB	Open	schaelen
§S)m .t@n	3	V	VERB	Open	schaemten
§S&r .t@n	3	V	VERB	Open	scharrten
§SIl .d@ .r@	3	V	VERB	Open	schildere
.g@ §SUn .d@n	3	V	VERB	Open	geschunden
§SmWst	3	V	VERB	Open	schmeisst
§Sn&pt	3	V	VERB	Open	schnappt
§S/+ .t@n	3	V	VERB	Open	schoepften
§v)rt	3	V	VERB	Open	waert
§zWç .t@n	3	V	VERB	Open	seichten
.zI .gn& .li §ziɐ .t@	3	V	VERB	Open	signalisierte
§Spis .t@	3	V	VERB	Open	spiesste
§Spur .t@n	3	V	VERB	Open	spurten
§St&nt .hilt	3	V	VERB	Open	standhielt
§Ste .@n .bli .b@n	3	V	VERB	Open	stehenblieben
.Ste .ri .li §zirt	3	V	VERB	Open	sterilisiert
§StX .@ .r@	3	V	VERB	Open	steuere
§StIN .k@nt	3	V	VERB	Open	stinkend
§St| .r@	3	V	VERB	Open	stoere
§Str& .m@	3	V	VERB	Open	stramme
§Str&m .p@ln	3	V	VERB	Open	strampeln
§StrW .ç@l .t@n	3	V	VERB	Open	streichelten
§StrO .=@nt	3	V	VERB	Open	strotzend
.zUs .pEn §diɐ .t@	3	V	VERB	Open	suspendierte
§t&rn .t@	3	V	VERB	Open	tarnte
.tEç .ni §zirt	3	V	VERB	Open	technisiert
§tWl .ne .m@	3	V	VERB	Open	teilnehme
.te .le .gr& §fi .r@n	3	V	VERB	Open	telegrafieren
.tri .Um §fiɐ .t@n	3	V	VERB	Open	triumphierten
§tU .m@lt	3	V	VERB	Open	tummelt
.y .b@r §W .l@n	3	V	VERB	Open	uebereilen
§y .b@r .ge .@	3	V	VERB	Open	uebergehe
§y .b@r .grI .f@n	3	V	VERB	Open	uebergriffen
.y .b@r §my .d@t	3	V	VERB	Open	uebermuedet
§y .b@r .g@ .Or .dn@t	3	V	VERB	Open	uebergeordnet
.y .b@r §rOl .t@	3	V	VERB	Open	ueberrollte
§y .b@r .Slu .g@n	3	V	VERB	Open	ueberschlugen
.y .b@r §Srip	3	V	VERB	Open	ueberschrieb
§y .b@r .zi .d@l .t@n	3	V	VERB	Open	uebersiedelten
§y .b@r .Sti .g@n	3	V	VERB	Open	ueberstiegen
.y .b@r §Sti .g@n	3	V	VERB	Open	ueberstiegen
.y .b@r §t|nt	3	V	VERB	Open	uebertoent
.y .b@r §trip	3	V	VERB	Open	uebertrieb
§y .b@r .=u .vEk .s@ln	3	V	VERB	Open	ueberzuwechseln
.y .b@r §=Wç .n@t	3	V	VERB	Open	ueberzeichnet
§Um .dret	3	V	VERB	Open	umdreht
.Um §grEn= .t@	3	V	VERB	Open	umgrenzte
§Um .=u .ke .r@n	3	V	VERB	Open	umzukehren
§Um .g@ .kIpt	3	V	VERB	Open	umgekippt
.Um §ramt	3	V	VERB	Open	umrahmt
.Um §SrWpt	3	V	VERB	Open	umschreibt
.fEɐ §&p .rW .ç@n	3	V	VERB	Open	verabreichen
.fEɐ §&p .SX .t@	3	V	VERB	Open	verabscheute
.fEɐ §&p .Si .d@nt	3	V	VERB	Open	verabschiedend
.fEɐ §&n .Slak .t@	3	V	VERB	Open	veranschlagte
.fEɐ §bB .t@	3	V	VERB	Open	verbaute
.fEɐ §bIs	3	V	VERB	Open	verbiss
.fEɐ §bI .t@	3	V	VERB	Open	verbitte
.fEɐ §brE .n@	3	V	VERB	Open	verbrenne
.fEɐ §bYrk .t@	3	V	VERB	Open	verbuergte
.fEɐ §drE .N@	3	V	VERB	Open	verdraenge
.fEɐ §drYkt	3	V	VERB	Open	verdrueckt
.fEɐ §dYnt	3	V	VERB	Open	verduennt
.fEɐ §dUn .st@n	3	V	VERB	Open	verdunsten
.fEɐ §Wn .za .m@n	3	V	VERB	Open	vereinsamen
.fEɐ §Wn .=@l .t@n	3	V	VERB	Open	vereinzelten
.fEɐ §fElS .t@n	3	V	VERB	Open	verfaelschten
.fEɐ §fEç .t@n	3	V	VERB	Open	verfechten
.fEɐ §h|ɐ .t@	3	V	VERB	Open	verhoerte
.fEɐ §jak .t@	3	V	VERB	Open	verjagte
.fEɐ §kle .b@n	3	V	VERB	Open	verkleben
.fEɐ §l&xt	3	V	VERB	Open	verlacht
.fEɐ §lW .t@ .t@	3	V	VERB	Open	verleitete
.fEɐ §lo .b@n	3	V	VERB	Open	verloben
.fEɐ §ma .l@n	3	V	VERB	Open	vermaehlen
.fEɐ §mo .dɐt	3	V	VERB	Open	vermodert
.fEɐ §p&=t	3	V	VERB	Open	verpatzt
.fEɐ §rU .J@n	3	V	VERB	Open	verrutschen
.fEɐ §SnU+t	3	V	VERB	Open	verschnupft
.fEɐ §SrO .t@n	3	V	VERB	Open	verschrotten
.fEɐ §SY .t@ .t@	3	V	VERB	Open	verschuettete
.fEɐ §zIl .b@rt	3	V	VERB	Open	versilbert
.fEɐ §zIn .bIlt .lIçt	3	V	VERB	Open	versinnbildlicht
.fEɐ §trOk .n@ .t@n	3	V	VERB	Open	vertrockneten
.fEɐ §vaɐ .los .t@	3	V	VERB	Open	verwahrloste
.fEɐ §=a .g@n	3	V	VERB	Open	verzagen
.fEɐ §=ant	3	V	VERB	Open	verzahnt
.fEɐ §=E .r@n	3	V	VERB	Open	verzerren
.fo §rBs .zak .t@	3	V	VERB	Open	voraussagte
§foɐ .b@ .rW .t@	3	V	VERB	Open	vorbereite
§foɐ .fa .r@n	3	V	VERB	Open	vorfahren
§foɐ .l) .g@	3	V	VERB	Open	vorlaege
§foɐ .Si .b@n	3	V	VERB	Open	vorschieben
§foɐ .=u .Ste .@n	3	V	VERB	Open	vorzustehen
.vo §ry .b@r .=u .ge .@n	3	V	VERB	Open	vorueberzugehen
.vo §ry .b@r .=i .@n	3	V	VERB	Open	vorueberziehen
§foɐ .fEr .le .g@n	3	V	VERB	Open	vorverlegen
§v& .ç@	3	V	VERB	Open	wache
§v&l .t@	3	V	VERB	Open	walte
§vEk .=u .kO .m@n	3	V	VERB	Open	wegzukommen
§vW .t@r .g@ .&r .bW .t@t	3	V	VERB	Open	weitergearbeitet
§vW .t@r .b@ .f/r .dɐt	3	V	VERB	Open	weiterbefoerdert
§vW .t@r .=it	3	V	VERB	Open	weiterzieht
§vi .dɐ .Er .l&Nt	3	V	VERB	Open	wiedererlangt
§vi .dɐ .Er .vEkt	3	V	VERB	Open	wiedererweckt
§vi .dɐ .fEr .W .nIç .t@	3	V	VERB	Open	wiedervereinigte
§vi .dɐ .=u .fEr .W .nI .g@n	3	V	VERB	Open	wiederzuvereinigen
§vI .S@n	3	V	VERB	Open	wischen
.g@ §vu .ç@rt	3	V	VERB	Open	gewuchert
§vYr .f@ln	3	V	VERB	Open	wuerfeln
§=&+ .t@	3	V	VERB	Open	zapfte
.=e .mEn §tiɐ .t@n	3	V	VERB	Open	zementierten
.=Eɐ §drYkt	3	V	VERB	Open	zerdrueckt
.=Eɐ §flist	3	V	VERB	Open	zerfliesst
.=Eɐ §rInt	3	V	VERB	Open	zerrinnt
§=u .g@ .bBt	3	V	VERB	Open	zugebaut
§=Yç .t@ .t@	3	V	VERB	Open	zuechtete
§=u .fyk .t@	3	V	VERB	Open	zufuegte
.=u §rYk .dre .@n	3	V	VERB	Open	zurueckdrehen
.=u §rYk .=u .Er .o .b@rn	3	V	VERB	Open	zurueckzuerobern
.=u §rYk .fIn .d@	3	V	VERB	Open	zurueckfinde
.=u §rYk .hElt	3	V	VERB	Open	zurueckhaelt
.=u §rYk .g@ .le .g@n	3	V	VERB	Open	zurueckgelegen
.=u §rYk .=u .ru .f@n	3	V	VERB	Open	zurueckzurufen
.=u §z& .m@n .=u .fy .g@n	3	V	VERB	Open	zusammenzufuegen
.=u §z& .m@n .kam	3	V	VERB	Open	zusammenkam
.=u §z& .m@n .Sla .g@n	3	V	VERB	Open	zusammenschlagen
.=u §z& .m@n .vuks	3	V	VERB	Open	zusammenwuchs
§=u .Spi .l@n	3	V	VERB	Open	zuspielen
§=u .Sprax	3	V	VERB	Open	zusprach
§=u .StX .@rt	3	V	VERB	Open	zusteuert
.b@ §trX .@	3	V	VERB	Open	betreue
§Stra .f@	3	V	VERB	Open	strafe
.y .b@r §v&k .s@n	3	V	VERB	Open	ueberwachsen
§Bs .StrX .@n	3	V	VERB	Open	ausstreuen
§drWn .re .d@n	3	V	VERB	Open	dreinreden
§=u .b@ .rW .t@n	3	V	VERB	Open	zubereiten
.Ent §vI .S@n	3	V	VERB	Open	entwischen
.Eɐ §hE .N@n	3	V	VERB	Open	erhaengen
.Eɐ §h& .S@n	3	V	VERB	Open	erhaschen
§&p .drE .N@n	3	V	VERB	Open	abdraengen
§d&m .+@n	3	V	VERB	Open	dampfen
§kvEt .S@n	3	V	VERB	Open	quetschen
.ro §ti .r@n	3	V	VERB	Open	rotieren
§e .r@nt	3	V	VERB	Open	ehrend
§vo .n@nt	3	V	VERB	Open	wohnend
§Um .krEm .p@ln	3	V	VERB	Open	umkrempeln
.Eɐ §lX .t@rnt	3	V	VERB	Open	erlaeuternd
.y .b@r §bBt	3	V	VERB	Open	ueberbaut
§Bf .pr)kt	3	V	VERB	Open	aufpraegt
§Wn .SE= .t@	3	V	VERB	Open	einschaetzte
§fe .dɐ .t@	3	V	VERB	Open	federte
§trB .@r .t@	3	V	VERB	Open	trauerte
§zip .t@	3	V	VERB	Open	siebte
§Bs .tWl .t@	3	V	VERB	Open	austeilte
§Ef .t@	3	V	VERB	Open	aeffte
§Xk .t@	3	V	VERB	Open	aeugte
.kv&r §tiɐ .t@	3	V	VERB	Open	quartierte
.=Eɐ §StXp .t@	3	V	VERB	Open	zerstaeubte
§Sil .t@	3	V	VERB	Open	schielte
.fEɐ §bl&s .t@n	3	V	VERB	Open	verblassten
.Eɐ §grB .t@n	3	V	VERB	Open	ergrauten
§vW .t@n	3	V	VERB	Open	weihten
.fEɐ §Sm) .t@n	3	V	VERB	Open	verschmaehten
.fEɐ §k/r .p@r .t@n	3	V	VERB	Open	verkoerperten
§SlY+ .t@n	3	V	VERB	Open	schluepften
.r& .=i .o .na .li §ziɐ .t@n	3	V	VERB	Open	rationalisierten
.fEɐ §p&k .t@n	3	V	VERB	Open	verpackten
.fEɐ §fOl .StEn .dIç .t@n	3	V	VERB	Open	vervollstaendigten
.=Eɐ §mYrp .t@n	3	V	VERB	Open	zermuerbten
§tEs .t@ .t@n	3	V	VERB	Open	testeten
.y .b@r §n&x .t@ .t@	3	V	VERB	Open	uebernachtete
.Eɐ §m& .t@ .t@	3	V	VERB	Open	ermattete
.fEɐ §En .d@ .t@	3	V	VERB	Open	verendete
.fEɐ §re .gn@ .t@	3	V	VERB	Open	verregnete
.Eɐ §bX .t@ .t@	3	V	VERB	Open	erbeutete
.g@ §SprW=t	3	V	VERB	Open	gespreizt
.=u §fri .d@n .g@ .StElt	3	V	VERB	Open	zufriedengestellt
§Bf .g@ .kl&pt	3	V	VERB	Open	aufgeklappt
§foɐ .g@ .fa .r@n	3	V	VERB	Open	vorgefahren
§vEk .g@ .vISt	3	V	VERB	Open	weggewischt
§y .b@l .g@ .nO .m@n	3	V	VERB	Open	uebelgenommen
.=u §z& .m@n .=u .le .b@n	3	V	VERB	Open	zusammenzuleben
§&p .=u .Er .kE .n@n	3	V	VERB	Open	abzuerkennen
§&n .=u .kUr .b@ln	3	V	VERB	Open	anzukurbeln
§Bs .=u .vE .=@n	3	V	VERB	Open	auszuwetzen
§Wn .=u .fEr .lW .b@n	3	V	VERB	Open	einzuverleiben
§gut .=u .m& .ç@n	3	V	VERB	Open	gutzumachen
§foɐ .=u .kO .m@n	3	V	VERB	Open	vorzukommen
.fo §rBs .=u .b@ .rEç .n@n	3	V	VERB	Open	vorauszuberechnen
§b&rst	3	V	VERB	Open	barst
§Est	3	V	VERB	Open	esst
§Stakt	3	V	VERB	Open	stakt
§trW .b@nt	3	V	VERB	Open	treibend
§&n .b@ .h&l .t@n	3	V	VERB	Open	anbehalten
§&n .vW .z@n	3	V	VERB	Open	anweisen
.b@ §rWt .h&l .t@n	3	V	VERB	Open	bereithalten
.b@ §v&r .f@n	3	V	VERB	Open	bewarfen
§dUrç .drI .N@nt	3	V	VERB	Open	durchdringend
.Eɐ §ze .@	3	V	VERB	Open	ersehe
.Eɐ §vuk .s@n	3	V	VERB	Open	erwuchsen
§tWl .ha .b@	3	V	VERB	Open	teilhabe
.=u §rYk .bli .b@n	3	V	VERB	Open	zurueckblieben
.Ent §SprI .N@	3	V	VERB	Open	entspringe
§Um .f& .l@n	3	V	VERB	Open	umfallen
§Wn .bIn .d@n	3	V	VERB	Open	einbinden
§&n .g@ .Sto .s@n	3	V	VERB	Open	angestossen
§Wn .g@ .zUN .k@n	3	V	VERB	Open	eingesunken
§Wn .g@ .SprU .N@n	3	V	VERB	Open	eingesprungen
§Sif .g@ .g& .N@n	3	V	VERB	Open	schiefgegangen
.=u §z& .m@n .g@ .Sri .b@n	3	V	VERB	Open	zusammengeschrieben
§&p .g@ .flO .s@n	3	V	VERB	Open	abgeflossen
§Bs .g@ .Sla .f@n	3	V	VERB	Open	ausgeschlafen
§Bs .g@ .kOs .t@t	3	V	VERB	Open	ausgekostet
§&p .g@ .nU=t	3	V	VERB	Open	abgenutzt
§Bf .g@ .tBt	3	V	VERB	Open	aufgetaut
§Bs .g@ .kly .g@lt	3	V	VERB	Open	ausgekluegelt
§Bs .g@ .SvENkt	3	V	VERB	Open	ausgeschwenkt
§Wn .g@ .mISt	3	V	VERB	Open	eingemischt
§Bf .=u .v&r .t@n	3	V	VERB	Open	aufzuwarten
§Wn .=u .Stu .f@n	3	V	VERB	Open	einzustufen
§nax .=u .ja .g@n	3	V	VERB	Open	nachzujagen
§Um .=u .tB .S@n	3	V	VERB	Open	umzutauschen
§rWn .g@ .kO .m@n	3	V	VERB	Open	reingekommen
§foɐ .g@ .la .d@n	3	V	VERB	Open	vorgeladen
§&p .=u .rW .s@n	3	V	VERB	Open	abzureissen
§Wn .=u .trW .b@n	3	V	VERB	Open	einzutreiben
§foɐ .=u .vW .z@n	3	V	VERB	Open	vorzuweisen
.=u §rYk .=u .fa .r@n	3	V	VERB	Open	zurueckzufahren
§&p .=u .zIN .k@n	3	V	VERB	Open	abzusinken
.=u §rYk .=u .Sla .g@n	3	V	VERB	Open	zurueckzuschlagen
§vIrf	3	V	VERB	Open	wirf
§S& .l@nt	3	V	VERB	Open	schallend
§deɐ §vW .l@n	3	C	CONJ	Closed	derweilen
§drW .@r .lW	3	NUM	DET	Open	dreierlei
§jet §ve .dɐ	3	PRON	PRO	Closed	jedweder
§nXn .tB .z@nt	3	NUM	DET	Open	neuntausend
§zOl .ç@r §lW	3	NUM	DET	Open	solcherlei
§fYnf .f&x	3	NUM	DET	Open	fuenffach
§zip .t@	3	NUM	DET	Open	siebte
§Un .zrI .g@	3	PRON	PRO	Closed	unsrige
§zOl .ç@r §art	3	PRON	PRO	Closed	solcherart
.In .klu §zi .v@	3	PREP	PRE	Closed	inklusive
§i .rI .g@n	3	PRON	PRO	Closed	ihrigen
§i .rI .g@n	3	PRON	PRO	Closed	Ihrigen
§i .rI .g@n	3	PRON	PRO	Closed	ihrigen
§je .m&n .d@s	3	PRON	PRO	Closed	jemandes
§zEmt .lI .ç@s	3	PRON	PRO	Closed	saemtliches
§Un .z@r .W .n@n	3	PRON	PRO	Closed	unsereinen
§&x .t@s	3	NUM	DET	Open	achtes
§fYnf .f& .ç@	3	NUM	DET	Open	fuenffache
§fiɐ .f& .ç@n	3	NUM	DET	Open	vierfachen
§zo .Unt .zo §fil .t@n	3	NUM	DET	Open	soundsovielten
§nXn .tɐ	3	NUM	DET	Open	neunter
§=vW .t@m	3	NUM	DET	Open	zweitem
§zEk .st@s	3	NUM	DET	Open	sechstes
§zi .b@n .t@s	3	NUM	DET	Open	siebentes
§=v/lf .t@s	3	NUM	DET	Open	zwoelftes
§tB .z@n .dɐ §lW	3	NUM	DET	Open	tausenderlei
§a .b@r .ma .lI .g@n	3	A	ADJ	Open	abermaligen
§&p .fE .lI .g@	3	A	ADJ	Open	abfaellige
§&p .fE .lI .g@n	3	A	ADJ	Open	abfaelligen
§&p .g@ .drO .S@ .n@n	3	A	ADJ	Open	abgedroschenen
§&p .g@ .nU=t	3	A	ADJ	Open	abgenutzt
§&p .g@ .nU= .t@n	3	A	ADJ	Open	abgenutzten
§&p .g@ .rI .s@ .n@	3	A	ADJ	Open	abgerissene
§&p .g@ .rI .s@ .n@n	3	A	ADJ	Open	abgerissenen
§&p .g@ .zOn .dɐt	3	A	ADJ	Open	abgesondert
§&p .g@ .zOn .dɐ .t@n	3	A	ADJ	Open	abgesonderten
§&p .g@ .tra .g@ .n@	3	A	ADJ	Open	abgetragene
§&p .g@ .tra .g@ .n@n	3	A	ADJ	Open	abgetragenen
§&p .g@ .vo .g@ .n@n	3	A	ADJ	Open	abgewogenen
§&p .g@ .=o .g@ .n@n	3	A	ADJ	Open	abgezogenen
§&p .grUnt .ti .f@	3	A	ADJ	Open	abgrundtiefe
§&p .hE .NI .gɐ	3	A	ADJ	Open	abhaengiger
§&p .SE .=I .g@	3	A	ADJ	Open	abschaetzige
§&p .SX .lI .ç@	3	A	ADJ	Open	abscheuliche
§&p .Sl) .gIç	3	A	ADJ	Open	abschlaegig
§&p .ze .baɐ	3	A	ADJ	Open	absehbar
§&p .ze .ba .r@n	3	A	ADJ	Open	absehbaren
§&p .zE= .ba .r@	3	A	ADJ	Open	absetzbare
.&p .zo §lu .t@m	3	A	ADJ	Open	absolutem
.&p .zo .lu §tIs .tI .S@	3	A	ADJ	Open	absolutistische
.&p §zOn .dɐ .lIç	3	A	ADJ	Open	absonderlich
.&p §str&k .t@ .r@	3	A	ADJ	Open	abstraktere
.&p §str&k .t@ .r@n	3	A	ADJ	Open	abstrakteren
.&p §strus	3	A	ADJ	Open	abstrus
§&p .tr)k .lI .çɐ	3	A	ADJ	Open	abtraeglicher
§&p .vW .z@n .d@	3	A	ADJ	Open	abweisende
§&p .=uks .f) .I .gɐ	3	A	ADJ	Open	abzugsfaehiger
§&xt .baɐ	3	A	ADJ	Open	achtbar
§&xt .=en .j) .rI .g@n	3	A	ADJ	Open	achtzehnjaehrigen
.& §drE .t@n	3	A	ADJ	Open	adretten
.&t .vEr .bi §a .l@	3	A	ADJ	Open	adverbiale
.& .fri §ka .nI .S@m	3	A	ADJ	Open	afrikanischem
.& §gil	3	A	ADJ	Open	agil
.& .gi .ta §to .rI .S@n	3	A	ADJ	Open	agitatorischen
.E §gYp .tI .S@m	3	A	ADJ	Open	aegyptischem
.E §gYp .tI .S@s	3	A	ADJ	Open	aegyptisches
§a .nUNs .lo .z@s	3	A	ADJ	Open	ahnungsloses
.& .kro §ba .tI .S@	3	A	ADJ	Open	akrobatische
.& §ku .t@s	3	A	ADJ	Open	akutes
.&k .=Ep §ta .bl@n	3	A	ADJ	Open	akzeptablen
.& .l@ §m& .nI .S@s	3	A	ADJ	Open	alemannisches
.& §lEr .t@n	3	A	ADJ	Open	alerten
